 user_id,art_galleries,dance_clubs,juice_bars,restaurants,museums,resorts,picnic_spots,beaches,theaters,religious_institutions
 824,1.47,0.96,1.84,0.58,1.5,2.28,3.18,2.74,1.79,2.62
 825,0.7,0.96,0.78,1.05,0.8,1.64,3.18,2.7,1.47,2.3
 826,0.67,1.36,1.28,0.65,0.5,1.34,3.18,2.66,1.89,2.5
 827,0.48,1.36,1.82,0.57,0.66,1.28,3.19,2.86,1.57,2.66
 828,1.18,1.24,0.75,0.43,0.08,1.7,3.18,2.58,2.3,3.22
 829,0.48,1.12,2.35,0.58,0.78,1.98,3.19,2.63,1.25,2.4
 830,0.93,1.76,0.58,2.29,2,2.42,3.18,2.69,1.31,2.42
 831,0.74,1,1.27,0.48,0.42,1.44,3.18,3.06,1.95,2.74
 832,0.67,1.68,0.19,0.51,0.64,1.68,3.18,2.74,2.78,2.9
 833,0.86,1.12,0.13,0.27,0.78,1.7,3.17,2.67,1.12,3.3
 834,1.01,1.52,0.42,0.38,0.26,0.92,3.17,2.78,1.89,2.88
 835,0.7,0.88,2.66,0.5,1.04,1.46,3.19,2.88,1.54,2.4
 836,1.02,1.44,2.38,0.47,1.26,2.54,3.19,2.74,0.99,2.66
 837,1.09,1.2,1.5,0.65,0.9,2.38,3.18,2.8,1.41,2.78
 838,1.02,1.56,0.53,1.3,0.64,1.86,3.18,2.74,1.44,2.46
 839,0.67,1.12,0.22,0.53,0.7,0.88,3.18,3.05,1.54,2.96
 840,0.64,1.2,0.75,0.47,1.06,1.98,3.18,2.81,1.12,2.72
 841,0.7,1.96,0.96,0.33,0.82,1.7,3.18,3.03,1.15,3.02
 842,0.83,1.12,1.5,0.32,0.34,1.62,3.18,2.82,1.09,3.22
 843,1.06,1.28,1.78,0.41,0.66,1.58,3.18,2.8,1.09,2.8
 844,0.64,1.24,0.16,0.35,0.58,0.98,3.17,2.88,1.66,3.02
 845,0.64,1.2,0.24,0.35,0.56,0.76,3.17,3.06,1.76,2.94
 846,0.96,1.44,1.6,0.48,0.88,2.26,3.19,2.87,1.63,2.48
 847,0.83,1.24,0.26,0.37,0.96,1.46,3.17,2.64,1.38,3.18
 848,0.9,1.36,0.74,0.62,0.58,1.74,3.18,2.85,1.47,3.2
 849,0.77,1.52,2.04,0.39,0.22,0.98,3.18,2.75,1.82,3.44
 850,0.61,1.52,0.82,0.22,0.58,1.1,3.17,2.71,1.15,3.34
 851,0.58,1.04,0.22,0.47,1.06,1.88,3.18,2.97,2.3,2.54
 852,0.96,1.96,1.5,0.53,1.26,2.5,3.19,2.79,1.54,2.66
 853,0.99,1.88,0.48,0.61,1.22,1.92,3.18,2.93,2.43,2.66
 854,1.18,0.92,1.52,0.65,1.44,2.22,3.18,2.87,1.34,2.66
 855,1.09,1.96,1.28,0.53,1.46,2.98,3.18,2.74,1.66,2.86
 856,1.54,1.44,0.56,0.34,0.82,1.8,3.17,2.79,1.22,3.26
 857,1.18,0.92,1.52,0.65,1.44,2.22,3.18,2.87,1.34,2.66
 858,0.58,1.64,2.27,0.45,1.26,1.72,3.19,2.91,2.3,2.74
 859,0.58,1.44,0.38,0.56,1.02,1.64,3.18,3.2,1.47,2.74
 860,1.09,1.24,2.62,0.58,0.54,1.94,3.19,2.72,1.73,2.42
 861,1.09,1.12,1.94,0.56,0.82,1.98,3.19,2.86,1.57,2.74
 862,0.64,1.56,0.42,0.5,0.8,2.4,3.18,3.07,1.41,2.88
 863,0.7,1.52,2.37,0.62,0.86,1.68,3.2,2.86,1.6,2.58
 864,0.77,1.04,0.27,0.38,1.62,1.78,3.17,2.83,2.59,3.18
 865,1.09,1.84,0.75,0.33,0.56,1.26,3.17,2.93,1.98,3.28
 866,0.51,1,0.21,0.39,0.74,1.64,3.18,2.9,1.76,3.04
 867,0.77,1.16,2.19,0.4,1.42,1.78,3.18,2.82,1.22,2.82
 868,0.93,0.64,0.22,0.43,3.26,3.13,3.18,2.8,1.5,2.66
 869,0.45,1.64,0.14,0.42,0.58,1.26,3.18,2.89,1.38,2.9
 870,1.89,0.28,1.12,0.51,0.96,1.96,3.18,2.97,1.82,2.58
 871,1.02,1.32,0.4,0.59,1.06,2.93,3.18,2.8,1.92,2.66
 872,0.83,1.12,0.27,0.49,0.64,1.3,3.17,2.79,1.41,3.34
 873,1.41,0.96,1.79,0.35,1.1,2.22,3.18,2.78,1.38,3.02
 874,0.48,1.16,0.8,0.66,0.74,1.4,3.18,3.13,1.41,2.72
 875,0.8,1.28,0.14,0.39,1.06,1.52,3.17,2.94,1.86,2.88
 876,0.48,1.32,0.75,0.67,0.82,1.58,3.18,3.05,1.25,2.4
 877,0.9,1.96,1.23,0.51,1.28,2.6,3.18,2.7,1.76,2.94
 878,1.34,1.36,0.38,0.25,0.9,1.3,3.17,2.86,1.22,3.42
 879,0.99,1.16,0.22,0.42,0.88,1.7,3.17,2.78,1.15,3.26
 880,0.86,1.28,1.09,0.54,1.26,2.58,3.18,2.87,1.25,3.04
 881,0.67,1.28,0.35,0.42,0.74,1.88,3.18,2.85,1.82,2.66
 882,0.38,1.52,0.14,0.39,0.96,1.14,3.17,2.49,1.76,3.2
 883,0.96,2.96,0.74,0.47,0.96,2.12,3.18,2.86,1.44,2.64
 884,0.58,1.2,2.05,0.71,0.5,2.28,3.19,2.66,1.66,2.4
 885,1.18,1.48,0.78,0.47,1.06,2.89,3.18,2.75,1.6,2.62
 886,0.9,1.4,2.45,0.64,0.82,1.56,3.2,2.9,1.6,2.56
 887,0.7,1.28,0.38,0.51,0.78,1.34,3.18,2.74,1.92,3.02
 888,0.58,1.68,0.82,0.41,0.18,1.02,3.18,2.81,1.66,3.12
 889,1.5,2.6,1.33,0.95,0.72,2.42,3.19,2.66,1.12,2.46
 890,0.83,1.6,0.18,0.48,0.24,0.8,3.18,2.57,1.6,2.82
 891,0.7,1.4,0.88,0.62,0.98,2.44,3.18,2.74,1.6,2.74
 892,1.02,1.68,0.21,0.53,0.38,2.48,3.18,2.74,1.54,2.56
 893,0.77,1.64,2.85,0.53,1.04,1.94,3.2,2.95,1.25,2.32
 894,0.48,1.96,0.18,0.55,0.56,1.3,3.18,2.83,1.54,2.46
 895,0.51,1.76,0.22,0.49,0.66,1.46,3.18,2.77,2.4,2.74
 896,0.8,0.96,0.29,0.61,0.16,1.62,3.18,2.87,2.24,3.04
 897,1.09,0.72,1.02,0.94,1.26,3.2,3.19,3.04,1.54,2.46
 898,1.02,1.04,0.74,0.35,0.7,1.6,3.18,3.02,2.34,3.34
 899,0.8,1.08,0.75,0.35,0.82,1.22,3.18,2.67,1.06,3.2
 900,0.54,1.36,1.02,0.48,0.42,1.48,3.18,2.66,1.28,2.88
 901,1.12,1.28,1.44,0.37,0.78,1.5,3.18,2.78,2.08,3.44
 902,0.67,1.4,2.32,0.55,0.94,2.38,3.19,2.71,1.5,2.38
 903,1.22,0.72,1.18,1.09,0.74,2.6,3.19,3.14,2.27,2.46
 904,0.67,2.88,0.26,1.91,1.74,1.6,3.18,2.64,1.63,2.46
 905,0.7,1.04,1.47,0.31,0.98,1.62,3.18,2.72,1.09,3.34
 906,1.79,0.6,1.6,0.42,1.02,2.1,3.19,2.91,1.66,2.5
 907,0.7,1.68,0.3,0.59,0.26,1.16,3.18,2.94,1.57,3.14
 908,0.77,1.64,2.85,0.53,1.04,1.94,3.2,2.95,1.25,2.32
 909,0.51,1.2,1.07,0.49,1.14,2.04,3.18,3.22,1.47,2.82
 910,0.74,1.4,1.1,0.34,1.2,1.54,3.18,2.49,1.73,2.94
 911,0.83,1.36,0.21,0.53,0.16,0.38,3.18,2.93,2.02,2.78
 912,0.9,1.24,1.15,0.46,1.26,2.24,3.18,2.93,1.82,2.82
 913,1.15,0.96,0.29,0.29,0.86,1.36,3.17,2.97,1.89,3.42
 914,0.7,1.52,1.65,0.67,0.74,1.32,3.19,2.78,1.5,2.66
 915,0.42,1.08,0.74,0.91,0.9,2.3,3.18,2.87,1.25,2.96
 916,0.7,1.8,3.62,1.37,1.46,1.62,3.19,2.75,1.12,3.42
 917,0.77,1.2,1.63,0.8,1.18,2.38,3.19,2.54,1.47,2.38
 918,0.77,1.28,1.01,0.34,0.9,1.72,3.18,3.13,1.31,2.78
 919,0.93,1.08,0.27,0.27,0.34,1.02,3.17,2.86,1.63,3.36
 920,0.61,1.28,0.59,0.47,0.7,1.02,3.18,2.58,1.82,2.8
 921,1.25,1.36,1.6,0.64,0.94,2.38,3.19,2.9,1.92,2.72
 922,1.18,1.32,0.19,0.32,0.34,1.08,3.17,2.99,1.22,3.12
 923,1.06,0.88,0.83,0.54,0.64,2.02,3.18,2.86,1.5,2.74
 924,0.9,1.36,1.42,0.55,0.86,1.48,3.18,2.89,1.73,2.94
 925,0.74,1.44,2.75,0.45,0.98,1.74,3.2,2.87,1.38,2.34
 926,0.83,1.36,2.3,0.77,0.94,2.52,3.19,2.73,1.7,2.42
 927,0.77,2.48,1.7,0.51,1.36,2.04,3.19,2.81,1.41,2.34
 928,0.99,1.2,0.14,0.51,0.42,1.46,3.18,2.62,1.25,2.7
 929,0.64,1.32,0.27,0.57,0.74,2.38,3.18,2.81,1.38,2.4
 930,0.83,1.24,0.35,0.5,0.78,1.7,3.18,2.97,2.05,2.9
 931,1.12,1.6,1.01,0.45,0.94,2.16,3.18,2.8,1.09,3.18
 932,0.83,1.08,2.91,0.55,1.38,2.24,3.2,2.98,1.41,2.5
 933,0.9,1.2,1.33,0.3,0.98,1.5,3.18,2.66,1.22,3.28
 934,0.67,1.12,0.43,0.39,0.62,1.48,3.18,2.98,2.05,2.72
 935,0.61,1.16,0.19,0.53,0.78,1.22,3.17,2.86,1.7,3.02
 936,0.64,1.08,1.54,0.42,0.5,1.4,3.18,2.7,1.18,2.8
 937,0.83,0.96,1.15,0.43,0.74,1.82,3.18,2.98,1.92,2.78
 938,0.9,1.64,1.12,0.53,1.58,2.58,3.18,2.79,1.54,2.5
 939,0.8,1.52,1.26,0.51,1.44,2.78,3.18,2.82,1.47,2.42
 940,0.74,1.2,1.14,0.42,1.68,3.14,3.18,2.72,1.09,2.46
 941,1.22,1,1.57,0.46,0.74,2.54,3.19,2.91,1.95,2.46
 942,0.35,1.96,0.72,0.55,0.72,1.78,3.18,2.88,1.34,2.82
 943,0.7,1.8,2.27,0.43,1.42,1.88,3.2,2.7,1.47,2.46
 944,0.64,1.68,0.24,0.47,0.94,1.66,3.18,2.77,1.57,3.04
 945,0.67,1.48,0.4,0.55,1.86,1.84,3.18,2.96,2.4,3.04
 946,0.58,0.88,0.24,0.49,1.2,2.06,3.18,2.83,1.54,2.72
 947,1.15,1.48,0.77,0.22,1.04,1.52,3.17,2.74,1.57,3.38
 948,0.54,1.28,0.24,0.57,0.46,1.34,3.18,2.79,1.86,2.54
 949,0.93,2.12,0.27,0.46,1.1,2.56,3.18,2.9,1.89,2.78
 950,0.83,1.72,1.42,0.95,1.34,2.28,3.19,2.54,1.6,2.4
 951,0.64,1.28,0.8,0.18,0.82,1.34,3.18,2.66,1.25,2.94
 952,1.06,0.96,2.57,0.51,0.82,1.96,3.19,2.74,1.66,2.46
 953,0.93,2.08,1.26,0.56,0.94,2.56,3.18,2.81,1.63,2.54
 954,1.87,0.8,1.66,0.98,0.46,1.26,3.19,2.78,1.28,2.5
 955,1.25,0.84,1.71,1.12,0.34,1.22,3.19,2.7,1.5,2.48
 956,0.61,1.08,2.22,0.65,1.2,2.06,3.19,2.62,1.31,2.34
 957,0.86,1.8,1.33,0.57,1.38,2.62,3.18,2.82,1.54,2.54
 958,1.34,1.16,0.66,0.34,0.82,1.34,3.17,2.66,1.02,3.42
 959,0.61,1.44,0.3,0.4,0.8,1.28,3.18,2.8,1.73,2.88
 960,1.41,1.04,0.32,0.62,0.54,2.4,3.18,3.18,1.82,2.66
 961,0.58,1.24,1.95,0.61,1.22,1.86,3.19,2.72,1.7,2.38
 962,0.85,1.12,1.1,0.41,1.22,2,3.18,2.98,1.41,2.88
 963,0.61,1.4,0.24,0.42,0.98,1.42,3.17,2.82,2.18,3.2
 964,0.96,1.16,2.7,0.62,0.62,1.8,3.2,2.81,1.22,2.4
 965,1.25,1.24,0.43,0.62,0.72,2.7,3.18,3.07,1.82,2.8
 966,0.64,0.96,0.22,0.38,1.74,2.26,3.17,3.19,1.79,3.28
 967,0.91,1.96,1.82,0.4,1.52,1.82,3.19,2.74,1.73,2.38
 968,0.74,1.36,0.64,0.54,0.64,1.7,3.18,2.85,1.66,2.58
 969,0.51,1.2,0.22,0.73,0.9,2.22,3.18,2.77,1.34,3.05
 970,0.8,1.32,0.4,0.61,0.32,0.96,3.18,2.57,1.54,2.54
 971,0.58,1.96,0.24,0.47,1.04,1.74,3.18,2.7,1.57,2.62
 972,1.28,1.24,0.14,0.55,0.62,2.26,3.18,2.86,2.46,2.54
 973,1.22,1.16,0.38,1.55,0.4,1.24,3.18,2.82,1.92,2.54
 974,0.38,1.96,0.19,0.48,1.14,2.14,3.18,2.78,1.54,2.58
 975,1.02,2.44,1.89,0.47,1.76,2.5,3.19,2.66,1.73,2.48
 976,0.74,1.12,0.3,0.53,0.88,1.38,3.17,2.78,0.99,3.2
 977,1.25,0.92,1.12,0.38,0.78,1.68,3.18,2.79,1.34,2.8
 978,0.61,1.32,0.67,0.43,1.3,1.78,3.17,2.81,1.34,3.02
 979,0.93,0.2,0.13,0.43,0.3,0.4,3.18,2.98,1.12,2.46
 980,0.93,0.56,1.13,0.51,1.34,2.36,3.18,2.87,1.34,2.4
